bin	genus_type	genus_proposed	species_proposed	language	gender	genus_explanation	species_explanation	genus_status	species_status	novelty_method	accession	sequencing_technology	binning_workflow	genome_size	total_contigs	coverage	GC_content	completeness_estimate	contamination_estimate	count_16S	count_tRNA	taxonomy_GTDB	taxonomy_proposed	taxonomy_SILVA	taxonomy_SILVA_perc	sample_name	sample_country	longitude	latitude	sample_type	sample_habitat_broad	sample_habitat_local
MFD02832.bin.1.93	Y	Vestermarieiella	sediminis	N.L.	fem.	Microbe found nearby Vestermarie	A species found in sediments	Formerly ''UBA9214'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963748215.1	Oxford Nanopore PromethION	mmlong2	3518885	9	38.44358	60.5	95.39	0.64	1	20	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Vestermarieiellales;f__Vestermarieiellaceae;g__Vestermarieiella;s__Vestermarieiella sediminis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__B2M28;f__Incertae Sedis;g__Incertae Sedis;s__uncultured gamma proteobacterium	97.7	MFD02832	Denmark	14.7874	55.0538	Sediment	Saltwater	Open sea and tidal areas
MFD10064.bin.c.3	Y	Noerhaaba	arida	N.L.	fem.	Microbe found nearby Noerhaa	A species found in sand	Formerly ''Bog-877'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963701235.1	Oxford Nanopore PromethION	mmlong2	2486370	1	27.31237	65.3	92.11	1.75	1	21	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__UBA8260;f__Bog-877;g__Bog-877;s__Unclassified	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__Noerhaabales;f__Noerhaabaceae;g__Noerhaaba;s__Noerhaaba arida	d__Bacteria;p__Chloroflexota;c__AD3;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	97.4	MFD10064	Denmark	8.42712	56.91759	Soil	Dunes	Decalcified Empetrum dunes
MFD01828.bin.1.43	Y	Skorpingiana	danica	N.L.	fem.	Microbe found nearby Skorping	A species from Denmark	Formerly ''JAKASW01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963790995.1	Oxford Nanopore PromethION	mmlong2	3458659	2	18.243946	46.98	96.87	0.92	1	22	d__Bacteria;p__Bacteroidota;c__Kryptoniia;o__Kryptoniales;f__JAKASW01;g__JAKASW01;s__Unclassified	d__Bacteria;p__Bacteroidota;c__Kryptoniia;o__Kryptoniales;f__Skorpingianaceae;g__Skorpingiana;s__Skorpingiana danica	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__AKYH767;g__Incertae Sedis;s__uncultured bacterium	88.4	MFD01828	Denmark	9.912	56.8261	Soil	"Bogs, mires and fens"	Degraded raised bog
MFD01828.bin.1.38	Y	Fraeerimicrobium	telluricum	N.L.	neut.	Microbe found nearby Fraeer	A species found in soil	Formerly ''QIAJ01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963791085.1	Oxford Nanopore PromethION	mmlong2	5160173	3	34.72461	58.4	97.57	0.74	1	23	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Fraeerimicrobium;s__Fraeerimicrobium telluricum	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Terriglobales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	98.7	MFD01828	Denmark	9.912	56.8261	Soil	"Bogs, mires and fens"	Degraded raised bog
MFD05377.bin.1.62	Y	Sejerslevicola	scandius	N.L.	masch.	Microbe found nearby Sejerslev	A species from Scandinavia	Formerly ''Palsa-1248'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963737835.1	Oxford Nanopore PromethION	mmlong2	5336732	3	22.45132	65.48	93.55	0.34	1	23	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Palsa-1248;s__Unclassified	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Sejerslevicola;s__Sejerslevicola scandius	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadia;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Incertae Sedis;s__uncultured forest soil bacterium	98.6	MFD05377	Denmark	8.85114178	56.93737774	Sediment	Freshwater	Standing freshwater
MFD01828.bin.1.47	Y	Torupivita	terrea	N.L.	fem.	Microbe found nearby Torup	A species found in soil	Formerly ''JABCZH01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963779945.1	Oxford Nanopore PromethION	mmlong2	4712715	3	21.625368	58.08	100	0.71	1	23	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__JABCZH01;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Torupivita;s__Torupivita terrea	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Terriglobales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	99.2	MFD01828	Denmark	9.912	56.8261	Soil	"Bogs, mires and fens"	Degraded raised bog
MFD06085.bin.1.160	Y	Propenissumisoma	terreus	N.L.	neut.	Microbe found nearby Soender Nissum	A species found in soil	Formerly ''Gp7-AA6'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963825175.1	Oxford Nanopore PromethION	mmlong2	5046086	4	30.16372	67.24	99.32	0.26	1	23	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__Gp7-AA6;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Outrupibacteriales;f__Propenissumisomataceae;g__Propenissumisoma;s__Propenissumisoma terreus	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Subgroup 7;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	98.2	MFD06085	Denmark	8.16335014	56.31252593	Soil		
MFD06085.bin.1.42	Y	Adnissumiaba	danica	N.L.	fem.	Microbe found nearby Soender Nissum	A species from Denmark	Formerly ''CF-167'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963770875.1	Oxford Nanopore PromethION	mmlong2	2286900	6	34.80794	70.47	91.09	2.53	1	22	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__CF-167;s__Unclassified	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Vrouevitales;f__Vrouevitaceae;g__Adnissumiaba;s__Adnissumiaba danica	d__Bacteria;p__Chloroflexota;c__Gitt-GS-136;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	99.1	MFD06085	Denmark	8.16335014	56.31252593	Soil		
MFD01248.bin.1.4	Y	Linaavivens	contiguus	N.L.	masch.	Microbe found nearby Linaa	A species related to but distinct from the existing species	Formerly ''Bog-473'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963834405.1	Oxford Nanopore PromethION	mmlong2	5228785	7	62.396606	68.13	93.5	1.71	1	22	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Vonsildianaceae;g__Linaavivens;s__Linaavivens contiguus	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Incertae Sedis;s__uncultured bacterium	98.9	MFD01248	Denmark	9.6813	56.1067	Soil	Temperate heath and scrub	Dry heath
MFD06085.bin.1.163	Y	Husbymorpha	tellurica	N.L.	fem.	Microbe found nearby Husby	A species found in soil	Formerly ''JAICJC01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963809325.1	Oxford Nanopore PromethION	mmlong2	4221448	8	23.04957	71.44	98.47	3.55	1	23	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__JAICJC01;g__JAICJC01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Husbymorphaceae;g__Husbymorpha;s__Husbymorpha tellurica	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	99.6	MFD06085	Denmark	8.16335014	56.31252593	Soil		
MFD01248.bin.1.104	Y	Allingium	nordicum	N.L.	neut.	Microbe found nearby Alling	A species from the Nordic region	Formerly ''JAFAHZ01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963752765.1	Oxford Nanopore PromethION	mmlong2	3176334	9	97.10216	60.19	92.67	0.48	1	23	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__JAFAHZ01;s__Unclassified	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Allingium;s__Allingium nordicum	d__Bacteria;p__Candidatus Eremiobacterota;c__Eremiobacteria;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	96	MFD01248	Denmark	9.6813	56.1067	Soil	Temperate heath and scrub	Dry heath
MFD05377.bin.1.8	Y	Ejerslevisoma	contiguum	N.L.	neut.	Microbe found nearby Ejerslev	A species related to but distinct from the existing species	Formerly ''JABDBE01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963819245.1	Oxford Nanopore PromethION	mmlong2	6249523	9	41.98479	56.6	100	2	1	23	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__JABDBE01;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Ejerslevisoma;s__Ejerslevisoma contiguum	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Terriglobales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	99.1	MFD05377	Denmark	8.85114178	56.93737774	Sediment	Freshwater	Standing freshwater
MFD10064.bin.1.39	Y	Jannerupisoma	glebicum	N.L.	neut.	Microbe found nearby Jannerup	A species found in soil	Formerly ''DAIDHG01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963705705.1	Oxford Nanopore PromethION	mmlong2	1380124	9	9.870655	43.02	96.31	1.31	1	21	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__JABCYS01;g__DAIDHG01;s__Unclassified	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Jannerupisomataceae;g__Jannerupisoma;s__Jannerupisoma glebicum	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliaceae;g__Incertae Sedis;s__uncultured bacterium	88.5	MFD10064	Denmark	8.42712	56.91759	Soil	Dunes	Decalcified Empetrum dunes
MFD01223.bin.1.23	Y	Enstedimicrobium	affine	N.L.	neut.	Microbe found nearby Ensted	A species related to but distinct from the existing species	Formerly ''C7867-001'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963699165.1	Oxford Nanopore PromethION	mmlong2	993452	1	262.0467	53.38	99.1	0.33	1	20	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2103;g__C7867-001;s__Unclassified	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__Enstedimicrobiaceae;g__Enstedimicrobium;s__Enstedimicrobium affine	d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus Kaiserbacteria;f__Incertae Sedis;g__Incertae Sedis;s__Parcubacteria group bacterium CG1_02_50_68	95.7	MFD01223	Denmark	9.4106	54.9741	Soil	"Bogs, mires and fens"	Quaking bogs
MFD05567.bin.c.1	Y	Kaerumiaba	glebica	N.L.	fem.	Microbe found nearby Kaerum	A species found in soil	Formerly ''VAYN01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963708195.1	Oxford Nanopore PromethION	mmlong2	2625534	1	57.28814	68.33	93.54	0.64	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Kaerumiaba;s__Kaerumiaba glebica	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	99.3	MFD05567	Denmark	9.8535	55.2293	Soil	Grassland formations	Calcareous grassland
MFD02581.bin.c.1	Y	Taebringicola	ripicus	N.L.	masch.	Microbe found nearby Taebring	A species found in the coast	Formerly ''JACMLD01'' in GTDB R220	Formerly ''uncultured Chitinophagaceae bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963705285.1	Oxford Nanopore PromethION	mmlong2	6517676	1	41.26491	43.78	99.98	0.26	1	22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JACMLD01;s__Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Taebringicola;s__Taebringicola ripicus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Incertae Sedis;s__uncultured Chitinophagaceae bacterium	98.8	MFD02581	Denmark	8.5876	56.7958	Soil	Coastal	Perennial vegetation of stony banks
MFD06229.bin.1.171	Y	Tilstibacterium	glebicum	N.L.	neut.	Microbe found nearby Tilst	A species found in soil	Formerly ''JACDBE01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963714055.1	Oxford Nanopore PromethION	mmlong2	3254181	1	31.01284	69.86	90.28	0.53	1	22	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__JACDBE01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__Tilstibacteriaceae;g__Tilstibacterium;s__Tilstibacterium glebicum	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Actinomarinales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured actinobacterium	98.6	MFD06229	Denmark	10.10668968	56.20455878	Soil	"Bogs, mires and fens"	Sphagnum acid bogs
MFD01188.bin.1.39	Y	Faaborgimorpha	humica	N.L.	fem.	Microbe found nearby Faaborg	A species found in soil	Formerly ''Bog-793'' in GTDB R220	Formerly ''uncultured Actinomycetales bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963785415.1	Oxford Nanopore PromethION	mmlong2	2217527	2	58.47912	68.82	92.44	0.73	1	22	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Bog-793;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Faaborgimorphaceae;g__Faaborgimorpha;s__Faaborgimorpha humica	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Incertae Sedis;s__uncultured Actinomycetales bacterium	99.3	MFD01188	Denmark	10.271228	55.123677	Soil	"Bogs, mires and fens"	Quaking bogs
MFD01188.bin.1.19	Y	Diernaesiella	terrea	N.L.	fem.	Microbe found nearby Diernaes	A species found in soil	Formerly ''PRDV01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963710865.1	Oxford Nanopore PromethION	mmlong2	1946190	2	22.788557	42.52	97.75	0.61	1	22	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliaceae;g__PRDV01;s__Unclassified	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliaceae;g__Diernaesiella;s__Diernaesiella terrea	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliaceae;g__Incertae Sedis;s__uncultured organism	96.6	MFD01188	Denmark	10.271228	55.123677	Soil	"Bogs, mires and fens"	Quaking bogs
MFD02581.bin.1.138	Y	Skyumibacterium	oricum	N.L.	neut.	Microbe found nearby Skyum	A species found in the coast	Formerly ''RHKX01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963826475.1	Oxford Nanopore PromethION	mmlong2	2783072	4	49.5521	68.72	94.37	0.01	1	23	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__RHKX01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Skyumibacterium;s__Skyumibacterium oricum	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__metagenome	98.3	MFD02581	Denmark	8.5876	56.7958	Soil	Coastal	Perennial vegetation of stony banks
MFD06229.bin.2.170	Y	Kastediaba	glebica	N.L.	fem.	Microbe found nearby Kasted	A species found in soil	Formerly ''AR5'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963743355.1	Oxford Nanopore PromethION	mmlong2	6189115	4	28.95383	70.63	95.06	4.52	1	23	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR5;s__Unclassified	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__Kastediabaceae;g__Kastediaba;s__Kastediaba glebica	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	99.1	MFD06229	Denmark	10.10668968	56.20455878	Soil	"Bogs, mires and fens"	Sphagnum acid bogs
MFD02923.bin.1.133	Y	Loedderupimen	oricum	N.L.	neut.	Microbe found nearby Loedderup	A species found in the coast	Formerly ''RPRC01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963748325.1	Oxford Nanopore PromethION	mmlong2	3764785	4	27.30024	52.07	100	1.48	2	23	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__RPRC01;s__Unclassified	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Loedderupimen;s__Loedderupimen oricum	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Incertae Sedis;s__Geobacteraceae bacterium JN18_V95_J	98.2	MFD02923	Denmark	8.8343	56.765	Soil	Coastal	Atlantic salt meadows
MFD01223.bin.1.73	Y	Klipleviana	terrea	N.L.	fem.	Microbe found nearby Kliplev	A species found in soil	Formerly ''JAKAGE01'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963807165.1	Oxford Nanopore PromethION	mmlong2	845279	4	24.845438	50.51	95.39	1.77	1	20	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__JAKAGE01;s__Unclassified	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__Kliplevianaceae;g__Klipleviana;s__Klipleviana terrea	d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus Jorgensenbacteria;f__Incertae Sedis;g__Incertae Sedis;s__Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9	86.9	MFD01223	Denmark	9.4106	54.9741	Soil	"Bogs, mires and fens"	Quaking bogs
MFD06229.bin.1.289	Y	Faarupivita	terrestris	N.L.	fem.	Microbe found nearby Faarup	A species found in soil	Formerly ''JAOUEA01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963743095.1	Oxford Nanopore PromethION	mmlong2	3290888	5	34.51689	69.59	95.06	0.97	1	23	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__JAOUEA01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Bonnerupiia;o__Granslevivitales;f__Granslevivitaceae;g__Faarupivita;s__Faarupivita terrestris	d__Bacteria;p__Actinomycetota;c__MB-A2-108;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	99.8	MFD06229	Denmark	10.10668968	56.20455878	Soil	"Bogs, mires and fens"	Sphagnum acid bogs
MFD02581.bin.1.289	Y	Rakkebybacterium	oricum	N.L.	neut.	Microbe found nearby Rakkeby	A species found in the coast	Formerly ''CADCVQ01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963740895.1	Oxford Nanopore PromethION	mmlong2	4085266	6	70.76342	72.91	97.2	0.88	1	23	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__CADCVQ01;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Rakkebybacterium;s__Rakkebybacterium oricum	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Incertae Sedis;s__uncultured bacterium	99.3	MFD02581	Denmark	8.5876	56.7958	Soil	Coastal	Perennial vegetation of stony banks
MFD01213.bin.1.93	Y	Lystrupivivens	terreum	N.L.	masch.	Microbe found nearby Lystrup	A species found in soil	Formerly ''KBS-83'' in GTDB R220	Formerly ''metagenome'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963797895.1	Oxford Nanopore PromethION	mmlong2	5215692	8	22.97108	60.39	94.7	0.99	1	23	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__KBS-83;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Lystrupivivens;s__Lystrupivivens terreum	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Terriglobales;f__Acidobacteriaceae (Subgroup 1);g__Incertae Sedis;s__metagenome	99	MFD01213	Denmark	10.4374	56.5224	Soil	Dunes	Fixed dunes (grey dunes)
MFD02581.bin.1.187	Y	Karbyvita	litoralis	N.L.	fem.	Microbe found nearby Karby	A species found in the coast	Formerly ''JAICQM01'' in GTDB R220	Formerly ''uncultured Chloroflexi bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963781555.1	Oxford Nanopore PromethION	mmlong2	2392094	8	15.03497	70.24	92	1.09	2	22	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__JAICQM01;s__Unclassified	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Vrouevitales;f__Vrouevitaceae;g__Karbyvita;s__Karbyvita litoralis	d__Bacteria;p__Chloroflexota;c__Gitt-GS-136;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured Chloroflexi bacterium	98.7	MFD02581	Denmark	8.5876	56.7958	Soil	Coastal	Perennial vegetation of stony banks
MFD01223.bin.1.30	Y	Ugevita	terrea	N.L.	fem.	Microbe found nearby Uge	A species found in soil	Formerly ''Fen-1038'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963753985.1	Oxford Nanopore PromethION	mmlong2	4542980	9	55.72335	49.74	99.92	4.26	1	23	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Fen-1038;s__Unclassified	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Ugevita;s__Ugevita terrea	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Incertae Sedis;s__uncultured bacterium	99.3	MFD01223	Denmark	9.4106	54.9741	Soil	"Bogs, mires and fens"	Quaking bogs
MFD06714.bin.1.120	Y	Dreslettesoma	vicinum	N.L.	neut.	Microbe found nearby Dreslette	A species related to but distinct from the existing species	Formerly ''JAIQET01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963802575.1	Oxford Nanopore PromethION	mmlong2	5128055	9	24.23589	57.34	92.6	1.24	1	21	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__JAIQET01;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Dreslettesoma;s__Dreslettesoma vicinum	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Terriglobales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	98.8	MFD06714	Denmark	9.988333	55.207112	Soil	Dunes	Decalcified Empetrum dunes
MFD01213.bin.1.238	Y	Vivildimonas	tellurica	N.L.	fem.	Microbe found nearby Vivild	A species found in soil	Formerly ''JAIQFF01'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963733545.1	Oxford Nanopore PromethION	mmlong2	5271398	9	23.155529	56.29	97.24	1.15	1	23	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__JAIQFF01;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Vivildimonas;s__Vivildimonas tellurica	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Terriglobales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	99.5	MFD01213	Denmark	10.4374	56.5224	Soil	Dunes	Fixed dunes (grey dunes)
